batch_path,label,case_id,final_iteration,convergence_iteration,converged,final_overshoot,final_steady_state_error,demonstration_protocol,stop_reason,analysis_horizon,failed_next_llm_call,max_iterations
runs\first_order_100_deepseek_v4_flash,DeepSeek-V4-Flash,group_093_example_K_0.88_T_406,1,,False,26.103999999999992,0.0,perturbed_imc_delay_stratified_v1,success_threshold,1,,1
runs\first_order_100_deepseek_v4_flash,DeepSeek-V4-Flash,group_094_example_K_0.58_T_365,1,1.0,True,0.0,0.05412000000002415,perturbed_imc_delay_stratified_v1,success_threshold,1,,1
runs\first_order_100_deepseek_v4_flash,DeepSeek-V4-Flash,group_095_example_K_0.44_T_118,1,,False,67.409,0.0,perturbed_imc_delay_stratified_v1,max_iterations,1,,1
runs\first_order_100_deepseek_v4_flash,DeepSeek-V4-Flash,group_096_example_K_0.60_T_286,1,1.0,True,0.0,0.004290000000006788,perturbed_imc_delay_stratified_v1,success_threshold,1,,1
runs\first_order_100_deepseek_v4_flash,DeepSeek-V4-Flash,group_097_example_K_0.78_T_488,1,1.0,True,0.3449999999999953,0.0,perturbed_imc_delay_stratified_v1,success_threshold,1,,1
runs\first_order_100_deepseek_v4_flash,DeepSeek-V4-Flash,group_098_example_K_0.26_T_173,1,,False,37.73899999999999,0.0,perturbed_imc_delay_stratified_v1,max_iterations,1,,1
runs\first_order_100_deepseek_v4_flash,DeepSeek-V4-Flash,group_099_example_K_0.43_T_291,1,,False,20.46399999999999,0.0,perturbed_imc_delay_stratified_v1,success_threshold,1,,1
runs\first_order_100_deepseek_v4_flash,DeepSeek-V4-Flash,group_100_example_K_0.78_T_594,1,,False,77.226,0.5954899999999985,perturbed_imc_delay_stratified_v1,max_iterations,1,,1
runs\first_order_100_qwen3_7_plus,Qwen3.7-Plus,group_001_example_K_0.26_T_109,1,1.0,True,0.0,0.0,perturbed_imc_delay_stratified_v1,success_threshold,1,,1
runs\first_order_100_qwen3_7_plus,Qwen3.7-Plus,group_002_example_K_0.74_T_205,1,,False,16.375000000000007,0.018019999999996372,perturbed_imc_delay_stratified_v1,success_threshold,1,,1
runs\first_order_100_qwen3_7_plus,Qwen3.7-Plus,group_003_example_K_0.74_T_205,1,1.0,True,0.0,0.4663600000000101,perturbed_imc_delay_stratified_v1,success_threshold,1,,1
runs\first_order_100_qwen3_7_plus,Qwen3.7-Plus,group_004_example_K_0.40_T_321,1,1.0,True,0.09600000000000719,0.002999999999997449,perturbed_imc_delay_stratified_v1,success_threshold,1,,1
runs\first_order_100_qwen3_7_plus,Qwen3.7-Plus,group_005_example_K_0.68_T_328,1,1.0,True,0.0,0.17837000000001657,perturbed_imc_delay_stratified_v1,success_threshold,1,,1
runs\first_order_100_qwen3_7_plus,Qwen3.7-Plus,group_006_example_K_0.39_T_253,1,1.0,True,0.0,0.000999999999995449,perturbed_imc_delay_stratified_v1,success_threshold,1,,1
runs\first_order_100_qwen3_7_plus,Qwen3.7-Plus,group_007_example_K_0.60_T_240,1,,False,50.644,0.03851999999998634,perturbed_imc_delay_stratified_v1,max_iterations,1,,1
runs\first_order_100_qwen3_7_plus,Qwen3.7-Plus,group_008_example_K_0.33_T_129,1,1.0,True,0.0,0.02839000000000036,perturbed_imc_delay_stratified_v1,success_threshold,1,,1
runs\first_order_100_qwen3_7_plus,Qwen3.7-Plus,group_009_example_K_0.34_T_382,1,,False,67.234,8.06454000000002,perturbed_imc_delay_stratified_v1,max_iterations,1,,1
runs\first_order_100_qwen3_7_plus,Qwen3.7-Plus,group_010_example_K_0.77_T_237,1,,False,0.0,2.2566500000000045,perturbed_imc_delay_stratified_v1,success_threshold,1,,1
